,HS6,OD,DO,POPIS
5330,890319,2022-01-01,2999-12-31,"Nafukovací čluny (včetně nafukovacích člunů s pevným dnem) pro zábavu nebo sport, o vlastní (čisté) hmotnosti > 100 kg"
5331,890321,2022-01-01,2999-12-31,"Plachetnice, též s pomocným motorem, o délce <= 7,5 m (kromě nafukovacích)"
5332,890322,2022-01-01,2999-12-31,"Plachetnice, též s pomocným motorem, o délce > 7,5 m, avšak <= 24 m (kromě nafukovacích)"
5333,890323,2022-01-01,2999-12-31,"Plachetnice, též s pomocným motorem, o délce > 24 m"
5334,890331,2022-01-01,2999-12-31,"Motorové čluny, o délce <= 7,5 m, pro zábavu nebo sport (kromě nafukovacích a motorových člunů s přívěsným motorem)"
5335,890332,2022-01-01,2999-12-31,"Motorové čluny, o délce > 7,5 m, avšak <= 24 m, pro zábavu nebo sport (kromě nafukovacích a motorových člunů s přívěsným"
5336,890333,2022-01-01,2999-12-31,"Motorové čluny, o délce > 24 m, pro zábavu nebo sport (kromě motorových člunů s přívěsným motorem)"
5337,890391,2017-01-01,2021-12-31,"Plachetnice,i s motorem pomocným"
5338,890392,2017-01-01,2021-12-31,"Čluny motorové,ne s motorem přívěsným"
5339,890393,2022-01-01,2999-12-31,"Motorové čluny s přívěsným motorem, pro zábavu nebo sport, a veslařské čluny a kánoe, o délce <= 7,5 m (kromě nafukovací"
5340,890399,2017-01-01,2999-12-31,"Motorové čluny s přívěsným motorem pro zábavu nebo sport, a veslařské čluny a kánoe, o délce > 7,5 m (kromě nafukovacích"
5341,890400,2017-01-01,2999-12-31,"Lodě k vlečení,tlačení jiných lodí(remorkéry)"
5342,890510,2017-01-01,2999-12-31,Bagry sací plovoucí
5343,890520,2017-01-01,2999-12-31,"Plošiny vrtací,těžební,ponorné,plovoucí"
5344,890590,2017-01-01,2999-12-31,"Plavidla ost,kde plavba pouze vedl.činností"
5345,890610,2017-01-01,2999-12-31,Válečné lodě
5346,890690,2017-01-01,2999-12-31,Ostatní plavidla jiná než veslová
5347,890710,2017-01-01,2999-12-31,Prámy nafukovací
5348,890790,2017-01-01,2999-12-31,"Nádrže,kesony,přístav.můstky,bóje,plováky ap"
5349,890800,2017-01-01,2999-12-31,"Lodě,čluny aj plavidla určená do šrotu"
5350,900110,2017-01-01,2999-12-31,"Vlákna optická,svazky,kabely z vláken optick."
5351,900120,2017-01-01,2999-12-31,"Materiál polarizační v listech,deskách"
5352,900130,2017-01-01,2999-12-31,Čočky kontaktní
5353,900140,2017-01-01,2999-12-31,Čočky brýlové ze skla
5354,900150,2017-01-01,2999-12-31,"Čočky brýlové z materiálů ost,ne ze skla"
5355,900190,2017-01-01,2999-12-31,"Hranoly,zrcadla aj články optické,nezasazené"
5356,900211,2017-01-01,2999-12-31,"Objektivy pro přístr.foto,promítací,kinematog"
5357,900219,2017-01-01,2999-12-31,Objektivy ostatní
5358,900220,2017-01-01,2999-12-31,Filtry
5359,900290,2017-01-01,2999-12-31,"Hranoly,zrcadla aj články optické,zasazené"
5360,900311,2017-01-01,2999-12-31,Obruby na brýle ap výrobky z plastů
5361,900319,2017-01-01,2999-12-31,"Obruby na brýle ap výrobky z mat.ost,ne plast"
5362,900390,2017-01-01,2999-12-31,"Části,součásti obrub na brýle ap výrobků"
5363,900410,2017-01-01,2999-12-31,Brýle sluneční
5364,900490,2017-01-01,2999-12-31,"Brýle(korekční,ochranné aj)ap výrobky"
5365,900510,2017-01-01,2999-12-31,Dalekohledy binokulární
5366,900580,2017-01-01,2999-12-31,"Teleskopy opt.ost,přístroje astronomické ost."
5367,900590,2017-01-01,2999-12-31,"Části dalkohledů,teleskopů,př.astronomických"
5368,900630,2017-01-01,2999-12-31,"Fotopřístroje speciální(lékařské,letecké ap)"
5369,900640,2017-01-01,2999-12-31,"Fotopřístroje k okamžitému vyvolání,kopírov."
5370,900651,2017-01-01,2021-12-31,"Fotopřístr(zrcadlovky jednooké),film do 35mm"
5371,900652,2017-01-01,2021-12-31,"Fotopřístroje,film do 35mm"
5372,900653,2017-01-01,2999-12-31,Fotografické přístroje pro svitkové filmy o šířce 35 mm (kromě fotografických přístrojů pro okamžité vyvolání a kopírová
5373,900659,2017-01-01,2999-12-31,Fotografické přístroje pro svitkové filmy o šířce jiné než 35 mm nebo pro ploché filmy (kromě fotografických přístrojů p
5374,900661,2017-01-01,2999-12-31,Přístroje s výbojkou pro bleskové světlo
5375,900669,2017-01-01,2999-12-31,"Přístroje,žárovky ost.pro účely fotografické"
5376,900691,2017-01-01,2999-12-31,"Části,příslušenství fotopřístrojů"
5377,900699,2017-01-01,2999-12-31,"Části,přísluš.přístrojů pro bleskové světlo"
5378,900710,2017-01-01,2999-12-31,Kamery
5379,900720,2017-01-01,2999-12-31,Promítací přístroje
5380,900791,2017-01-01,2999-12-31,"Části,příslušenství kamer kinematografických"
5381,900792,2017-01-01,2999-12-31,"Části,příslušenství přístrojů promítacích"
5382,900850,2017-01-01,2999-12-31,"Promítací přístroje, zvětšovací a zmenšovací"
5383,900890,2017-01-01,2999-12-31,"Části př.promítacích stat.snímky,zvětš.fotopř"
5384,901010,2017-01-01,2999-12-31,"Přístroje,vybavení k autom.vyvolávání filmů,papírů"
5385,901050,2017-01-01,2999-12-31,"Přístroje,vybavení pro foto.laboratoře,ost.;negatoskopy"
5386,901060,2017-01-01,2999-12-31,Promítací plátna
5387,901090,2017-01-01,2999-12-31,"Části přístrojů,vybavení pro foto.laboratoře,negatoskopy,promít.plátna"
5388,901110,2017-01-01,2999-12-31,Mikroskopy optické stereoskopické
5389,901120,2017-01-01,2999-12-31,"Mikroskopy opt.pro mikrofoto,-kinem,-projekci"
5390,901180,2017-01-01,2999-12-31,Mikroskopy optické ostatní
5391,901190,2017-01-01,2999-12-31,"Části,příslušenství mikroskopů optických"
5392,901210,2017-01-01,2999-12-31,"Mikroskopy(ne optické),difratografy"
5393,901290,2017-01-01,2999-12-31,"Části,přísluš.difratografů,mikroskopů(ne opt)"
5394,901310,2017-01-01,2999-12-31,"Periskopy,dalekohledy ke zbraním,strojům ap"
5395,901320,2017-01-01,2999-12-31,"Lasery,ne diody laserové"
5396,901380,2017-01-01,2999-12-31,"Přístroje,nástroje optické ostatní,jn"
5397,901390,2017-01-01,2999-12-31,"Části laserů,výrobků s krystaly tekutými ap"
5398,901410,2017-01-01,2999-12-31,Busoly vč kompasů navigačních
5399,901420,2017-01-01,2999-12-31,"Přístroje pro navigaci leteckou,kosmickou"
5400,901480,2017-01-01,2999-12-31,"Přístroje,nástroje navigační ostatní"
5401,901490,2017-01-01,2999-12-31,"Části busol,přístrojů,nástrojů navigačních"
5402,901510,2017-01-01,2999-12-31,Dálkoměry
5403,901520,2017-01-01,2999-12-31,"Teodolity,tacheometry"
5404,901530,2017-01-01,2999-12-31,Libely
5405,901540,2017-01-01,2999-12-31,"Nástroje,přístroje fotogrammetrické"
5406,901580,2017-01-01,2999-12-31,"Přístr.geodet,topograf,meteorolog,geofyz.ost."
5407,901590,2017-01-01,2999-12-31,"Části přís.geodet,topograf.ap,dálkoměrů,libel"
5408,901600,2017-01-01,2999-12-31,"Váhy o citlivosti 5cg a citliv,i se závažím"
5409,901710,2017-01-01,2999-12-31,"Stoly,stroje kreslicí(rýsovací),i automatické"
5410,901720,2017-01-01,2999-12-31,"Nástroje kreslicí,rýsovací,počítací ostatní"
5411,901730,2017-01-01,2999-12-31,"Mikrometry,měřítka posuvná,kalibry,měrky"
5412,901780,2017-01-01,2999-12-31,"Nástroje kreslicí,rýsovací,počítací ostatní"
5413,901790,2017-01-01,2999-12-31,"Části nást.kreslicích ap,měřidel délk.ručních"
5414,901811,2017-01-01,2999-12-31,Elektrokardiografy
5415,901812,2017-01-01,2999-12-31,Ultrazvukové sonografy
5416,901813,2017-01-01,2999-12-31,Diagnostické přístroje s magnetickou rezonanc
5417,901814,2017-01-01,2999-12-31,Scintigrafické přístroje
5418,901819,2017-01-01,2999-12-31,"Přístroje elektrodiagnost.ost,ne elektrokard."
5419,901820,2017-01-01,2999-12-31,"Zářiče ultrafialové,infračervené"
5420,901831,2017-01-01,2999-12-31,"Stříkačky injekční,i s jehlami"
5421,901832,2017-01-01,2999-12-31,"Jehly kovové trubkové,sešívací"
5422,901839,2017-01-01,2999-12-31,"Katétry,kanyly ap výrobky"
5423,901841,2017-01-01,2999-12-31,"Vrtačky zubní,i kombinované"
5424,901849,2017-01-01,2999-12-31,"Přístroje,nástroje zubolékařské ostatní"
5425,901850,2017-01-01,2999-12-31,"Nástroje,přístroje oftamologické ostatní"
5426,901890,2017-01-01,2999-12-31,"Lékařské, chirurgické, zubolékařské nebo zvěrolékařské nástroje a přístroje, jinde neuvedené ani nezahrnuté"
5427,901910,2017-01-01,2999-12-31,"Přístroje pro mechanoterapii,masážní,psychot."
5428,901920,2017-01-01,2999-12-31,"Přístroje oživ.dýchací,pro léčbu kyslíkem ap"
5429,902000,2017-01-01,2999-12-31,"Přístroje dýchací ost,masky plynové,ne ochran"
5430,902110,2017-01-01,2999-12-31,Ortopedické prostředky a dlahy a prostředky k léčbě zlomenin
5431,902121,2017-01-01,2999-12-31,Zuby umělé
5432,902129,2017-01-01,2999-12-31,Dentální náhrady (kromě umělých zubů)
5433,902131,2017-01-01,2999-12-31,Umělé klouby
5434,902139,2017-01-01,2999-12-31,Ostatní ortopedické pomůcky
5435,902140,2017-01-01,2999-12-31,"Přístroje pro nedoslýchavé,ne části,přísluš."
5436,902150,2017-01-01,2999-12-31,"Stimulátory srdeční,ne části,příslušenství"
5437,902190,2017-01-01,2999-12-31,"Přístroje ost.ke kompenzaci vad,neschopnosti"
5438,902212,2017-01-01,2999-12-31,Tomografické přístroje řízené strojem ke zpra
5439,902213,2017-01-01,2999-12-31,Rentgenové přístroje pro zubolékařské účely
5440,902214,2017-01-01,2999-12-31,"Rentgenové přístroje lékařské, chirurgické ap"
5441,902219,2017-01-01,2999-12-31,RTG přístroje pro ostatní účely
5442,902221,2017-01-01,2999-12-31,"Přístroje používající záření alfa, beta gama nebo jiné ionizující záření, pro lékařské, chirurgické, zubolékařské nebo z"
5443,902229,2017-01-01,2999-12-31,"Přístroje používající záření alfa, beta, gama nebo jiné ionizující záření (kromě přístrojů pro lékařské, chirurgické, zu"
5444,902230,2017-01-01,2999-12-31,Rentgenky
5445,902290,2017-01-01,2999-12-31,"Výrobky ostatní pro vyšetřování,léčení,části"
5446,902300,2017-01-01,2999-12-31,"Nástroje,přístroje,modely určené k předvádění"
5447,902410,2017-01-01,2999-12-31,Přístroje k zkoušení mechan.vlastností kovů
5448,902480,2017-01-01,2999-12-31,"Přístroje k zkoušení mech.vlast.mater,ne kovů"
5449,902490,2017-01-01,2999-12-31,Části strojů k zkoušení mech.vlastností mater
5450,902511,2017-01-01,2999-12-31,"Teploměry,nekombinov,kapalinové,přímé čtení"
5451,902519,2017-01-01,2999-12-31,"Teploměry,nekombinované,ostatní"
5452,902580,2017-01-01,2999-12-31,"Hydrometry,žároměry,vlhkoměry,psychometry ap"
5453,902590,2017-01-01,2999-12-31,"Části teploměrů,tlakoměrů,hydrometrů ap příst"
5454,902610,2017-01-01,2999-12-31,"Přístroje měření,kontroly průtoku ap kapalin"
5455,902620,2017-01-01,2999-12-31,"Přístroje měření,kontroly tlaku kaplin,plynů"
5456,902680,2017-01-01,2999-12-31,Přístr.ost.měření ap proměn.charak.kapalin ap
5457,902690,2017-01-01,2999-12-31,"Části přístrojů měření,kontroly kapalin,plynů"
5458,902710,2017-01-01,2999-12-31,"Analyzátory plynů,kouře"
5459,902720,2017-01-01,2999-12-31,"Chromatografy,přístroje pro elektroforézu"
5460,902730,2017-01-01,2999-12-31,"Spektrometry,-grafy ap použív.optické záření"
5461,902750,2017-01-01,2999-12-31,"Přístroje,nástroje ost.použív.optické záření"
5462,902780,2017-01-01,2021-12-31,"Přístroje ost.pro fyzikál,chem.rozbory,měření"
5463,902781,2022-01-01,2999-12-31,Hmotnostní spektrometry
5464,902789,2022-01-01,2999-12-31,"Přístroje a zařízení pro fyzikální nebo chemické rozbory, přístroje a zařízení na měření nebo kontrolu viskozity, pórovi"
5465,902790,2017-01-01,2999-12-31,"Mikrotomy,části přístrojů pro rozbory,měření"
5466,902810,2017-01-01,2999-12-31,Plynoměry
5467,902820,2017-01-01,2999-12-31,Měřiče kapalin
5468,902830,2017-01-01,2999-12-31,Elektroměry
5469,902890,2017-01-01,2999-12-31,"Části plynoměrů,měřičů kapalin,elektroměrů"
5470,902910,2017-01-01,2999-12-31,"Otáčkoměry,taxametry,krokoměry ap počítače"
5471,902920,2017-01-01,2999-12-31,"Rychloměry,tachometry,stroboskopy"
5472,902990,2017-01-01,2999-12-31,"Části otáčkoměrů,rychloměrů ap,stroboskopů"
5473,903010,2017-01-01,2999-12-31,"Příst.k měření,zjišťování ionizujícího záření"
5474,903020,2017-01-01,2999-12-31,"Osciloskopy,oscilografy"
5475,903031,2017-01-01,2999-12-31,"Přístroje měřicí (napětí ap) víceúčelové,bez registr.zařízení"
5476,903032,2017-01-01,2999-12-31,"Přístroje měřicí (napětí ap) víceúčelové,s registr.zařízením"
5477,903033,2017-01-01,2999-12-31,"Přístroje měřicí (napětí ap) ost,bez registr.zařízení"
5478,903039,2017-01-01,2999-12-31,"Přístroje měřicí (napětí ap) ost,s registr.zařízením"
5479,903040,2017-01-01,2999-12-31,Přístroje měřicí určené pro sdělovací techniku
5480,903082,2017-01-01,2999-12-31,Přístroje pro měření polovodičových destiček
5481,903084,2017-01-01,2999-12-31,"Přístroje měřicí (el.veličiny,záření) ost,s registr.zařízením"
5482,903089,2017-01-01,2999-12-31,"Přístroje měřicí (el.veličiny,záření) ost,bez registr.zařízení"
5483,903090,2017-01-01,2999-12-31,"Části přístrojů měřicích (el.veličiny,záření)"
5484,903110,2017-01-01,2999-12-31,Stroje k vyvažování mechanických součástí
5485,903120,2017-01-01,2999-12-31,Zařízení zkušební
5486,903141,2017-01-01,2999-12-31,Přístroje pro kontrolu polovodičových  zaříze
5487,903149,2017-01-01,2999-12-31,Ostatní přístroje pro měření a kontrolu el.za
5488,903180,2017-01-01,2999-12-31,"Přístroje,nástroje měřící,kontrolní ost,jn"
5489,903190,2017-01-01,2999-12-31,"Části přístrojů měřících,kontrolních,jn"
5490,903210,2017-01-01,2999-12-31,Termostaty
5491,903220,2017-01-01,2999-12-31,Manostaty(presostaty)
5492,903281,2017-01-01,2999-12-31,"Přístr.autom.regulační,kontrolní,hydraul,pneu"
5493,903289,2017-01-01,2999-12-31,"Přístroje automatické regulační,kontrolní ost"
5494,903290,2017-01-01,2999-12-31,"Části přístr.automat.regulačních,kontrolních"
5495,903300,2017-01-01,2999-12-31,"Části přístr.opt,foto,měřicích ap,lék,chir,jn"
5496,910111,2017-01-01,2999-12-31,"Hodinky náram.z dr.kovů,baterie ap,mech.zobr."
5497,910119,2017-01-01,2999-12-31,"Hodinky náramk.z dr.kovů,baterie ap,i stopky"
5498,910121,2017-01-01,2999-12-31,"Hodinky náramk.z dr.kovů,i stopky,autom.natah"
5499,910129,2017-01-01,2999-12-31,"Hodinky náramkové z drahých kovů,i stopky,ost"
5500,910191,2017-01-01,2999-12-31,"Hodinky kapesní,stopky z dr.kovů,baterie ap"
5501,910199,2017-01-01,2999-12-31,"Hodinky kapesní,stopky z drahých kovů"
5502,910211,2017-01-01,2999-12-31,"Hodinky náramk,baterie ap,mech.zobr,i stopky"
5503,910212,2017-01-01,2999-12-31,"Hodinky náram,baterie ap,optoel.zobr,i stopky"
5504,910219,2017-01-01,2999-12-31,"Hodinky náramkové,baterie,aukumlátor,i stopky"
5505,910221,2017-01-01,2999-12-31,"Hodinky náramkové,automat.natahování,i stopky"
5506,910229,2017-01-01,2999-12-31,"Hodinky náramkové ostatní,i stopky"
5507,910291,2017-01-01,2999-12-31,"Hodinky kapesní,stopky,baterie,akumulátor"
5508,910299,2017-01-01,2999-12-31,"Hodinky kapesní,stopky ostatní"
5509,910310,2017-01-01,2999-12-31,"Budíky,hodiny kyvad.s hod.strojkem,baterie ap"
5510,910390,2017-01-01,2999-12-31,"Budíky,hodiny kyvadlové s hodin.strojkem ost."
5511,910400,2017-01-01,2999-12-31,"Hodiny do přístr.desek pro vozidla,letadla ap"
5512,910511,2017-01-01,2999-12-31,"Budíky,baterie,akumul,el.síť,ne hodin.strojek"
5513,910519,2017-01-01,2999-12-31,"Budíky ostatní,ne hodinový strojek"
5514,910521,2017-01-01,2999-12-31,"Hodiny nástěnné,baterie ap,el.síť,ne hod.str."
5515,910529,2017-01-01,2999-12-31,"Hodiny nástěnné ost,ne hodinový strojek"
5516,910591,2017-01-01,2999-12-31,"Hodiny kyvadlové baterie ap,el.síť,ne hod.str"
5517,910599,2017-01-01,2999-12-31,"Hodiny kyvadlové ost,ne hodinový strojek"
5518,910610,2017-01-01,2999-12-31,"Hodiny kontrolní píchací,zaznam.datum,hodinu"
5519,910690,2017-01-01,2999-12-31,"Přístroje,počítadla časová,kontrol,hodin.str."
5520,910700,2017-01-01,2999-12-31,"Spínače,vypínače ap časové,hodin.str,motorek"
5521,910811,2017-01-01,2999-12-31,"Strojky hodin,baterie ap,mech.zobr,smontované"
5522,910812,2017-01-01,2999-12-31,"Strojky hodin,baterie ap,optoel.zobr,smontov."
5523,910819,2017-01-01,2999-12-31,"Strojky hodinkové ost,baterie ap,smontované"
5524,910820,2017-01-01,2999-12-31,"Strojky hodinkové,autom.natahování,smontované"
5525,910890,2017-01-01,2999-12-31,Ostatní hodinkové strojky
5526,910910,2017-01-01,2999-12-31,"Hodinové strojky, úplné a smontované, řízené elektricky"
5527,910990,2017-01-01,2999-12-31,"Stroje hodinové ost,smontované,úplné"
5528,911011,2017-01-01,2999-12-31,"Strojky hodinkové nesmont,čás.smont(soupravy)"
5529,911012,2017-01-01,2999-12-31,"Strojky hodinkové neúplné,smontované"
5530,911019,2017-01-01,2999-12-31,"Strojky hodinkové neúplné,nesmontované"
5531,911090,2017-01-01,2999-12-31,"Strojky hodinové,úplné,neúplné,smont,nesmont."
5532,911110,2017-01-01,2999-12-31,"Pouzdra hodinková z dr.kovů,plátovaná dr.kovy"
5533,911120,2017-01-01,2999-12-31,"Pouzdra hodinková z ob.kovů,i zlacená,postříb"
5534,911180,2017-01-01,2999-12-31,Pouzdra hodinková ostatní
5535,911190,2017-01-01,2999-12-31,"Části,součásti pouzder hodinkových"
5536,911220,2017-01-01,2999-12-31,Kryty a skříňky k hodinářským výrobkům
5537,911290,2017-01-01,2999-12-31,"Části,součásti krytů,skříněk k výr.hodinářsk."
5538,911310,2017-01-01,2999-12-31,"Řemínky,pásky,náramky hodin.z dr.kovů,plátov."
5539,911320,2017-01-01,2999-12-31,"Řemínky,pásky,náramky hodin.z ob.kovů,zlac.ap"
5540,911390,2017-01-01,2999-12-31,"Řemínky,pásky,náramky hodinkové ost,části"
5541,911410,2017-01-01,2021-12-31,Pera hodinářská vč vlásků
5542,911430,2017-01-01,2999-12-31,Číselníky hodinářské
5543,911440,2017-01-01,2999-12-31,"Platiny,můstky ložiskové hodinářské"
5544,911490,2017-01-01,2999-12-31,"Části a součásti hodin nebo hodinek, jinde neuvedené ani nezahrnuté"
5545,920110,2017-01-01,2999-12-31,"Pianina,i automatická"
5546,920120,2017-01-01,2999-12-31,"Křídla klavírní,i automatická"
5547,920190,2017-01-01,2999-12-31,"Cembala,nástroje strunné s klaviaturou ost."
5548,920210,2017-01-01,2999-12-31,Nástroje hudební strunné smyčcové
5549,920290,2017-01-01,2999-12-31,"Nástroje hudební strunné ost,ne smyčcové"
5550,920510,2017-01-01,2999-12-31,Nástroje hudební dechové žesťové
5551,920590,2017-01-01,2999-12-31,"Nástroje hudební dechové ost,ne žesťové"
5552,920600,2017-01-01,2999-12-31,Nástroje hudební bicí
5553,920710,2017-01-01,2999-12-31,Nástroje hudební klávesové elektrické
5554,920790,2017-01-01,2999-12-31,Nástroje hudební ostatní elektrické
5555,920810,2017-01-01,2999-12-31,Skříňky hrací
5556,920890,2017-01-01,2999-12-31,"Nástroje hudební jn,nástroje dechové návěstní"
5557,920930,2017-01-01,2999-12-31,Struny pro hudební nástroje
5558,920991,2017-01-01,2999-12-31,"Části,součásti,příslušenství klavírů,pianin"
5559,920992,2017-01-01,2999-12-31,"Části,přísl.nástrojů hudeb.strunných smyčc.ap"
5560,920994,2017-01-01,2999-12-31,"Části,příslušenství nástrojů hudebních elektr"
5561,920999,2017-01-01,2999-12-31,"Části,příslušenství nástrojů hudebních ost."
5562,930110,2017-01-01,2999-12-31,"Dělostřelecké zbraně (například kanóny, houfnice a minomety)"
5563,930120,2017-01-01,2999-12-31,Raketová odpalovací zařízení
5564,930190,2017-01-01,2999-12-31,Ostatní vojenské zbraně
5565,930200,2017-01-01,2999-12-31,"Revolvery,pistole(ne na pero,slepé náboje ap)"
5566,930310,2017-01-01,2999-12-31,"Zbraně střelné,nabíjení ústím hlavně"
5567,930320,2017-01-01,2999-12-31,"Pušky aj sport,lovecké ap,min.1 hladká hlaveň"
5568,930330,2017-01-01,2999-12-31,"Pušky,karabiny sportovní,lovecké ap ostatní"
5569,930390,2017-01-01,2999-12-31,"Zbraně,zařízení ost.užív.výbuch střel.prachu"
5570,930400,2017-01-01,2999-12-31,"Zbraně ost(na pero,plyn,obušky aj)ne sečné ap"
5571,930510,2017-01-01,2999-12-31,"Části,příslušenství revolverů,pistolí"
5572,930520,2017-01-01,2999-12-31,"Části, součásti a příslušenství brokovnic nebo pušek čísla 9303"
5573,930591,2017-01-01,2999-12-31,Části pro dělostřelecké zbraně
5574,930599,2017-01-01,2999-12-31,Ostatní části výrobků č. 9301 až 9304
5575,930621,2017-01-01,2999-12-31,"Náboje pro pušky,karabiny s hladkou hlavní"
5576,930629,2017-01-01,2999-12-31,"Broky pro vzduchovky,části nábojů pro pušky"
5577,930630,2017-01-01,2999-12-31,"Náboje ostatní,části,součásti"
5578,930690,2017-01-01,2999-12-31,"Bomby,granáty,torpéda,miny,střely řízené ap"
5579,930700,2017-01-01,2999-12-31,"Meče,tesáky,bodáky ap zbraně sečné,bodné,část"
5580,940110,2017-01-01,2999-12-31,Sedadla používaná v letadlech
5581,940120,2017-01-01,2999-12-31,Sedadla používaná ve vozidlech motorových
5582,940130,2017-01-01,2021-12-31,Sedadla otáčivá nastavitelná na výšku
5583,940131,2022-01-01,2999-12-31,"Otáčivá sedadla, výškově nastavitelná, ze dřeva (kromě lékařských, chirurgických, zubolékařských, zvěrolékařských, holič"
5584,940139,2022-01-01,2999-12-31,"Otáčivá sedadla, výškově nastavitelná (kromě těch ze dřeva a lékařských, chirurgických, zubolékařských, zvěrolékařských,"
5585,940140,2017-01-01,2021-12-31,"Sedadla proměnitelná v lůžka,ne zahradní,camp"
5586,940141,2022-01-01,2999-12-31,"Sedadla, proměnitelná v lůžka, ze dřeva (kromě kempinkových a zahradních sedadel a lékařského, chirurgického a zubolékař"
5587,940149,2022-01-01,2999-12-31,"Sedadla, proměnitelná v lůžka (kromě těch ze dřeva, kempinkových a zahradních sedadel a lékařského, chirurgického a zubo"
5588,940152,2017-01-01,2999-12-31,Sedadla z bambusu
5589,940153,2017-01-01,2999-12-31,Sedadla ze španělského rákosu (rotang)
5590,940159,2017-01-01,2999-12-31,"Sedadla z materiálů ost.(vč.indic.rákosu,vrbového proutí)"
5591,940161,2017-01-01,2999-12-31,"Sedadla s kostrou dřevěnou,vycpávaná"
5592,940169,2017-01-01,2999-12-31,"Sedadla s kostrou dřevěnou,nevycpávaná"
5593,940171,2017-01-01,2999-12-31,"Sedadla s kostrou kovovou,vycpávaná"
5594,940179,2017-01-01,2999-12-31,"Sedadla s kostrou kovovou,nevycpávaná"
5595,940180,2017-01-01,2999-12-31,"Sedadla ost(ne lékař,zubolék.ap,holičská aj)"
5596,940190,2017-01-01,2021-12-31,"Části,součásti sedadel"
5597,940191,2022-01-01,2999-12-31,"Části a součásti sedadel, ze dřeva, jinde neuvedené ani nezahrnuté"
5598,940199,2022-01-01,2999-12-31,"Části a součásti sedadel, jinde neuvedené ani nezahrnuté (kromě těch ze dřeva)"
5599,940210,2017-01-01,2999-12-31,"Křesla zubolékařská,holičská ap,části"
5600,940290,2017-01-01,2999-12-31,"Nábytek lékař,chirurg,zubolék,zvěrolék,části"
5601,940310,2017-01-01,2999-12-31,Nábytek kovový kancelářský
5602,940320,2017-01-01,2999-12-31,"Nábytek kovový ostatní,ne kancelářský"
5603,940330,2017-01-01,2999-12-31,Nábytek dřevěný kancelářský
5604,940340,2017-01-01,2999-12-31,Nábytek dřevěný kuchyňský
5605,940350,2017-01-01,2999-12-31,Nábytek dřevěný ložnicový
5606,940360,2017-01-01,2999-12-31,"Nábytek dřevěný ost,ne kancel,kuchyň,ložnic."
5607,940370,2017-01-01,2999-12-31,Nábytek z plastů
5608,940382,2017-01-01,2999-12-31,"Nábytek z bambusu (kromě sedadel a nábytku lékařského, chirurgického, zubolékařského nebo zvěrolékařského)"
5609,940383,2017-01-01,2999-12-31,"Nábytek ze španělského rákosu (rotangu) (kromě sedadel a nábytku lékařského, chirurgického, zubolékařského nebo zvěrolék"
5610,940389,2017-01-01,2999-12-31,"Nábytek z materiálů ost.(vč.indic.rákosu,vrbového proutí)"
5611,940390,2017-01-01,2021-12-31,"Části,součásti nábytku"
5612,940391,2022-01-01,2999-12-31,"Části a součásti nábytku, ze dřeva, jinde neuvedené ani nezahrnuté (kromě částí a součástí sedadel nebo částí a součástí"
5613,940399,2022-01-01,2999-12-31,"Části a součásti nábytku, jinde neuvedené ani nezahrnuté (kromě těch ze dřeva, částí a součástí sedadel nebo částí a sou"
5614,940410,2017-01-01,2999-12-31,Vložky pružné do postelí
5615,940421,2017-01-01,2999-12-31,"Matrace z pryže,plastů lehčených,i povlečené"
5616,940429,2017-01-01,2999-12-31,"Matrace z mat.ost(ne pryž,plasty),i povlečené"
5617,940430,2017-01-01,2999-12-31,Pytle spací
5618,940440,2022-01-01,2999-12-31,"Prošívané deky a přikrývky, přehozy přes postele a peřiny"
5619,940490,2017-01-01,2999-12-31,"Ložní potřeby a podobné výrobky, s pružinami, vycpávané nebo uvnitř vyložené jakýmkoliv materiálem nebo z lehčeného kauč"
5620,940510,2017-01-01,2021-12-31,"Svítidla stropní,nástěnná,ne venk.veř.osvětl."
5621,940511,2022-01-01,2999-12-31,"Lustry a ostatní stropní nebo nástěnná svítidla, konstruované výhradně pro použití s LED světelnými zdroji (kromě venkov"
5622,940519,2022-01-01,2999-12-31,Lustry a ostatní stropní nebo nástěnná svítidla (kromě venkovních svítidel pro veřejné osvětlení a těch konstruovaných v
5623,940520,2017-01-01,2021-12-31,"Lampy elektrické noční,stojací,kancelářské"
5624,940521,2022-01-01,2999-12-31,"Elektrická svítidla k postavení na stůl, na noční stolek nebo na podlahu, konstruovaná výhradně pro použití s LED světel"
5625,940529,2022-01-01,2999-12-31,"Elektrická svítidla k postavení na stůl, na noční stolek nebo na podlahu (kromě těch konstruovaných výhradně pro použití"
5626,940530,2017-01-01,2021-12-31,Svítidla elektrická pro vánoční stromky
5627,940531,2022-01-01,2999-12-31,"Světelné řetězy na vánoční stromky, konstruované výhradně pro použití s LED světelnými zdroji"
5628,940539,2022-01-01,2999-12-31,Elektrické světelné řetězy na vánoční stromky (kromě těch konstruovaných výhradně pro použití s LED světelnými zdroji)
5629,940540,2017-01-01,2021-12-31,Svítidla elektrická ostatní
5630,940541,2022-01-01,2999-12-31,"Fotovoltaické svítidla a osvětlovací zařízení, konstruované výhradně pro použití s LED světelnými zdroji, jinde neuveden"
5631,940542,2022-01-01,2999-12-31,"Svítidla a osvětlovací zařízení, konstruované výhradně pro použití s LED světelnými zdroji, jinde neuvedené ani nezahrnu"
